"zone","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3_os","s1q4","s1q5","s1q6","s1q7_day","s1q7_month","s1q7_year","s1q8","s1q9","s1q10","s1q11a","s1q11b","s1q11c","s1q11d","s1q12","s1q13","s1q13b","s1q13c","s1q13c_os","s1q14","s1q15","s1q16m","s1q16y","s1q17","s1q18","s1q18b","s1q19","s1q20","s1q21","s1q22","s1q23","s1q24","s1q25","s1q26","s1q27","s1q28","s1q29","s1q30m","s1q30y","s1q31","s1q32a","s1q32b","s1q32c","s1q32d","s1q34"
2,520,2,1756,50166,9,1,3,,1,,2,17,6,2013,7,,,,,,,,,,,,2,,6,2013,1,2,,1,1,,,,1,2,,,,,,,,,,,,
2,520,2,1756,50167,1,1,1,,1,,40,,,1975,2,1,2,1998,2001,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,2,2,2,,1,,31,,10,1983,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,3,1,3,,1,,9,,,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,2013,,,,,,
2,520,2,1756,50167,5,2,2,,1,,30,,,1984,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,6,1,3,,1,,9,,,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,7,2,3,,1,,9,,,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,8,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,2013,,,,,,
2,520,2,1756,50167,9,2,3,,1,,3,10,6,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,10,2,3,,1,,3,27,6,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50167,11,1,3,,1,,1,,11,2013,7,,,,,,,,,,,,2,,11,2013,1,2,,1,1,,,,1,5,,,,,,,,,,,,
2,520,2,1756,50168,1,1,1,,1,,24,19,8,1991,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50168,2,2,2,,1,,20,24,3,1995,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50168,3,1,3,,1,,5,11,1,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50168,4,2,3,,1,,1,6,6,2014,7,,,,,,,,,,,,2,,6,2014,1,2,,1,1,,,,1,2,,,,,,,,,,,,
2,520,2,1756,50169,1,1,1,,1,,33,,,1982,2,1,2,2003,2008,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,2,2,2,,1,,25,,,1990,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,3,1,3,,1,,9,14,3,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,4,1,3,,1,,7,10,6,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,5,1,3,,1,,5,12,1,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,6,2,2,,1,,20,,8,1995,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,7,2,3,,1,,2,6,12,2013,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50169,8,1,3,,1,,0,16,8,2015,7,,,,,,,,,,,,2,,8,2015,1,2,,1,1,,,,1,2,,,,,,,,,,,,
2,520,2,1756,50170,1,1,1,,1,,31,,,1984,2,1,2,2010,2014,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50170,2,2,2,,1,,21,,,1994,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50170,3,1,3,,1,,5,17,4,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,520,2,1756,50170,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2014,1,"ZAKI",520,"BAUCHI",5,
2,520,2,1756,50170,5,2,2,,1,,20,,,1995,2,2,,,,,,1,1,2,,,2,,2,2014,3,2,,2,,1,0,1,2,,1,0,3,,,,,,,,,
2,520,2,1756,50170,6,2,3,,1,,0,20,4,2015,7,,,,,,,,,,,,2,,4,2015,1,2,,1,1,,,,1,5,,,,,,,,,,,,
5,602,2,0,60001,1,1,1,,1,,33,20,8,1982,5,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,0,60001,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,2013,1,"BOMADI",1003,"DELTA",10,
5,602,2,0,60001,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2015,1,"YENAGOA",608,"BAYELSA",6,
5,602,2,0,60001,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2015,1,"YENAGOA",608,"BAYELSA",6,
5,602,2,1356,60002,1,1,1,,1,,39,29,4,1976,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60002,2,2,2,,1,,28,3,7,1987,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60002,3,1,3,,1,,3,14,5,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60002,4,1,3,,1,,0,10,7,2015,7,,,,,,,,,,,,2,,7,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,602,2,0,60004,1,2,1,,1,,56,,,1959,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,0,60004,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,2014,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,0,60004,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,2014,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60005,1,2,1,,1,,55,,,1960,5,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60005,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,2011,1,"SAGBAMA",606,"BAYELSA",6,
5,602,2,1356,60005,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2011,1,"YENAGOA",608,"BAYELSA",6,
5,602,2,1356,60005,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2011,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60005,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2013,1,"YENAGOA",608,"BAYELSA",6,
5,602,2,1356,60005,6,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2013,1,"YENAGOA",608,"BAYELSA",6,
5,602,2,1356,60006,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,2013,,,,,,
5,602,2,1356,60006,2,2,1,,1,,51,,,1964,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60006,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2014,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60006,4,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,2014,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60006,5,2,10,,1,,76,,,1939,6,,,,,,,,,,,,2,,7,2013,11,1,,2,,2,16,1,2,,2,0,1,,,,,,,,,
5,602,2,1356,60008,1,1,1,,1,,69,15,10,1945,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60008,2,2,2,,1,,58,,,1957,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60008,3,1,3,,1,,19,7,12,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60008,4,1,3,,1,,17,7,8,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60008,5,2,3,,1,,14,14,12,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60008,6,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,2013,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60009,1,1,1,,1,,56,,,1959,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60009,2,2,2,,1,,35,,,1980,1,,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60009,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2015,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60009,4,1,3,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60009,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2013,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60009,6,2,14,"GRANDCHILD OF WIFE",1,,8,,,2007,7,,,,,,,,,,,,2,,9,2013,7,1,,2,,2,21,1,2,,2,0,1,,,,,,,,,
5,602,2,1356,60010,1,1,1,,1,,55,,,1960,2,1,2,1980,1985,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,2,2,2,,1,,47,,,1968,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2015,1,"BOMADI",1003,"DELTA",10,
5,602,2,1356,60010,4,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2014,1,"EKEREMOR",602,"BAYELSA",6,
5,602,2,1356,60010,5,2,3,,1,,22,27,1,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,6,2,3,,1,,18,16,5,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,7,1,3,,1,,11,20,4,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,8,2,2,,1,,43,,,1972,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,9,2,3,,1,,23,2,7,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,10,1,3,,1,,14,19,3,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,11,1,3,,1,,10,13,6,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,12,2,3,,1,,7,25,7,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,13,1,3,,1,,5,3,2,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,602,2,1356,60010,14,2,3,,1,,3,16,8,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60012,1,1,1,,1,,65,16,9,1949,2,1,2,1978,1994,,,1,5,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60012,2,2,2,,1,,36,,,1979,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60012,3,1,3,,1,,23,30,11,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60012,4,1,3,,1,,11,16,10,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60012,5,2,2,,1,,56,,,1959,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60014,1,1,1,,1,,38,25,11,1976,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60014,2,2,2,,1,,32,16,4,1983,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60014,3,1,3,,1,,14,24,12,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60014,4,2,3,,1,,7,19,4,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60014,5,2,3,,1,,9,24,10,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60015,1,1,1,,1,,70,,,1945,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60015,2,2,2,,1,,59,,,1956,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60015,3,1,6,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60015,4,1,6,,1,,11,,,2004,7,,,,,,,,,,,,2,,7,2013,7,1,,2,,1,26,11,2,,1,26,8,,,,,,,,,
5,606,2,1372,60016,1,2,1,,1,,58,,,1957,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60016,2,1,3,,1,,31,26,5,1984,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,0,60017,1,1,1,,1,,30,19,4,1985,5,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,0,60017,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2013,1,,,,,
5,607,2,0,60017,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2013,1,,,,,
5,607,2,0,60017,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2013,1,,,,,
5,606,2,1372,60020,1,2,1,,1,,65,,,1950,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60020,2,1,6,,1,,10,15,2,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60020,3,2,6,,1,,8,1,11,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,606,2,1372,60020,4,1,3,,1,,35,15,10,1979,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60021,1,1,1,,1,,46,5,9,1969,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60021,2,2,2,,1,,44,29,2,1971,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60021,3,2,3,,1,,13,18,2,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60021,4,1,3,,1,,10,10,11,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60021,5,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2013,1,"SAGBAMA",606,"BAYELSA",6,
5,608,1,3978,60021,6,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2013,1,"SAGBAMA",606,"BAYELSA",6,
5,608,1,3978,60021,7,2,3,,1,,6,4,9,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60021,8,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2014,1,"SAGBAMA",606,"BAYELSA",6,
5,608,1,3978,60021,9,1,3,,1,,0,11,2,2015,7,,,,,,,,,,,,2,,2,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,608,1,3978,60022,1,1,1,,1,,48,,,1967,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60022,2,2,2,,1,,43,,,1972,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60022,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2015,1,"SAGBAMA",606,"BAYELSA",6,
5,608,1,3978,60022,4,2,3,,1,,19,18,6,1996,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60022,5,1,3,,1,,16,8,9,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60022,6,2,3,,1,,12,23,7,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60022,7,2,3,,1,,7,22,1,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60022,8,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,,,,,,
5,608,1,3978,60022,9,1,3,,1,,4,24,6,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60023,1,1,1,,1,,29,2,12,1986,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60023,2,2,2,,1,,27,10,4,1988,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60023,3,1,3,,1,,6,15,1,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60023,4,2,3,,1,,4,18,4,2011,7,,,,,,,,,,,,2,,3,2014,10,1,,1,1,,,,1,2,,,,,,,,,,,,
5,608,1,3978,60023,5,2,3,,1,,1,18,12,2013,7,,,,,,,,,,,,2,,3,2014,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,606,2,0,60024,1,1,1,,1,,32,3,10,1983,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60026,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,2015,,,,,,
5,608,1,3978,60026,2,2,1,,1,,55,,,1960,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60026,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2013,1,"KOLOKUM/OPUKUMA",603,"BAYELSA",6,
5,608,1,3978,60026,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2013,1,"KOLOKUMA/OPUKUMA",603,"BAYELSA",6,
5,608,1,3978,60026,5,2,3,,1,,17,4,9,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60026,6,1,3,,1,,15,4,8,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60026,7,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2013,1,"KOLOKUMA/OPUKUMA",603,"BAYELSA",6,
5,608,1,3978,60026,8,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2013,1,"KOLOKUMA/OPUKUMA",603,"BAYELSA",6,
5,608,1,3978,60027,1,1,1,,1,,40,18,4,1975,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,2,2,2,,1,,37,30,11,1977,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,3,1,3,,1,,16,29,3,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,4,1,3,,1,,14,20,9,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,5,2,3,,1,,10,24,12,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,6,2,3,,1,,8,2,5,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,7,1,3,,1,,6,24,1,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,8,1,3,,1,,4,4,11,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60027,9,1,3,,1,,2,3,11,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60028,1,2,1,,1,,66,,,1949,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60028,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2011,1,"UGHELLA NORTH",1019,"DELTA",10,
5,608,1,3978,60028,3,2,3,,1,,20,28,7,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60028,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,2012,1,"SAGBAMA",606,"BAYELSA",6,
5,608,1,3978,60028,5,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,2012,,,,,,
5,608,1,3978,60029,1,1,1,,1,,76,,,1939,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60029,2,2,2,,1,,59,,,1956,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,1,1,1,,1,,39,6,9,1976,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,2,2,2,,1,,37,5,7,1978,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,3,2,3,,1,,10,2,1,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,4,2,3,,1,,18,4,2,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,5,1,3,,1,,14,15,8,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,6,2,3,,1,,16,4,8,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,7,2,3,,1,,8,15,9,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,8,2,3,,1,,4,26,11,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,9,2,3,,1,,2,9,4,2013,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,3978,60030,10,2,3,,1,,0,30,7,2015,7,,,,,,,,,,,,2,,7,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,607,2,1892,60031,1,1,1,,1,,39,15,1,1976,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60031,2,2,2,,1,,32,8,8,1983,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60031,3,1,3,,1,,10,7,10,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60031,4,1,3,,1,,6,20,1,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60031,5,1,3,,1,,5,17,6,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60031,6,1,3,,1,,0,19,1,2015,7,,,,,,,,,,,,2,,6,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,608,1,0,60032,1,2,2,,1,,25,,,1990,3,2,,,,,,1,4,1,3,"SEPARATED",1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60032,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,2013,1,"SOUTHERN IJAW",607,"BAYELSA",6,
5,608,1,0,60032,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,2013,1,"SOUTHERN IJAW",607,"BAYELSA",6,
5,608,1,0,60032,4,1,1,,1,,30,13,4,1985,3,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60032,5,1,3,,1,,5,23,3,2010,7,,,,,,,,,,,,2,,3,2010,10,1,,1,4,,,,1,1,,,,,,,,,,,,
5,608,1,0,60033,1,1,1,,1,,48,22,8,1967,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,2,2,2,,1,,38,15,7,1977,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,3,2,3,,1,,21,22,8,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,4,1,3,,1,,19,2,2,1996,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,5,1,3,,1,,17,14,12,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,6,2,3,,1,,11,24,2,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,7,1,3,,1,,7,21,5,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60033,8,1,3,,1,,1,30,11,2013,7,,,,,,,,,,,,2,,11,2013,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,607,2,1892,60034,1,1,1,,1,,39,3,3,1976,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60034,2,2,2,,1,,33,6,7,1982,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60034,3,1,3,,1,,10,25,7,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
