"zone","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3_os","s1q4","s1q5","s1q6","s1q7_day","s1q7_month","s1q7_year","s1q8","s1q9","s1q10","s1q11a","s1q11b","s1q11c","s1q11d","s1q12","s1q13","s1q13b","s1q13c","s1q13c_os","s1q14","s1q15","s1q16m","s1q16y","s1q17","s1q18","s1q18b","s1q19","s1q20","s1q21","s1q22","s1q23","s1q24","s1q25","s1q26","s1q27","s1q28","s1q29","s1q30m","s1q30y","s1q31","s1q32a","s1q32b","s1q32c","s1q32d","s1q34"
5,607,2,1892,60034,4,2,3,,1,,7,25,2,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60034,5,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2012,1,"BADAGRY",2406,"LAGOS",24,
5,607,2,1892,60034,6,2,3,,1,,4,23,12,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60034,7,1,8,,1,,12,,,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60034,8,1,8,,1,,7,,4,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60034,9,1,3,,1,,2,20,3,2013,7,,,,,,,,,,,,2,,3,2013,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,607,2,1892,60035,1,1,1,,1,,43,28,10,1971,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60035,2,2,2,,1,,37,18,3,1978,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60035,3,2,3,,1,,11,19,3,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60035,4,1,3,,1,,9,20,4,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60035,5,1,3,,1,,6,19,6,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60035,6,2,14,"STEPMOTHER",1,,60,,,1955,4,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60037,1,1,1,,1,,52,20,4,1963,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60037,2,2,2,,1,,43,15,11,1971,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60037,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2012,1,"YENGOA",608,"BAYELSA",6,
5,607,2,1892,60037,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2013,1,"YENAGOA",608,"BAYELSA",6,
5,607,2,1892,60037,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2014,1,"YENAGOA",608,"BAYELSA",6,
5,607,2,1892,60037,6,1,3,,1,,15,5,5,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60037,7,1,3,,1,,12,7,8,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,1,1,1,,1,,46,10,10,1968,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,2,2,2,,1,,41,,,1974,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,3,1,3,,1,,24,19,7,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,4,2,3,,1,,20,5,6,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,5,1,3,,1,,15,10,7,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,6,1,3,,1,,12,15,4,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,7,1,3,,1,,10,5,4,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60038,8,1,3,,1,,7,11,9,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60039,1,1,1,,1,,66,21,6,1949,2,1,2,1978,1979,,,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60039,2,2,2,,1,,52,,,1963,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60039,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2012,1,"SOUTHERN IJAW",607,"BAYELSA",6,
5,607,2,1892,60039,4,1,3,,1,,23,2,8,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60039,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2013,1,"YENAGOA",608,"BAYELSA",6,
5,607,2,1892,60039,6,2,3,,1,,16,17,5,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60039,7,1,3,,1,,10,4,9,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60039,8,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,2013,1,"YENAGOA",608,"BAYELSA",6,
5,607,2,1892,60040,1,1,1,,1,,72,6,10,1942,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60040,2,2,2,,1,,61,16,4,1954,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60040,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2012,1,"YENAGOA",608,"BAYELSA",6,
5,607,2,1892,60040,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2013,1,"SOUTHERN IJAW (ANGIAMA)",607,"BAYELSA",6,
5,607,2,1892,60040,5,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,2013,,,,,,
5,607,2,1892,60040,6,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,2009,,,,,,
5,607,2,1892,60040,7,2,3,,1,,29,20,2,1986,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60040,8,1,3,,1,,22,26,2,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60040,9,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2015,1,"YENAGOA",608,"BAYELSA",6,
5,607,2,1892,60040,10,1,3,,1,,17,10,12,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,607,2,1892,60040,11,1,6,,1,,5,16,5,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60041,1,1,1,,1,,55,5,11,1959,1,,,,,,,1,5,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60041,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2013,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60041,3,2,3,,1,,24,19,8,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60041,4,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2013,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60041,5,2,2,,1,,26,11,11,1988,1,,,,,,,1,1,2,,,2,,4,2014,3,1,,2,,1,26,8,2,,1,16,8,,,,,,,,,
5,601,2,640,60041,6,1,3,,1,,0,17,2,2015,7,,,,,,,,,,,,2,,1,2015,1,1,,1,1,,,,1,5,,,,,,,,,,,,
5,601,2,640,60041,7,1,4,,1,,6,27,10,2008,7,,,,,,,,,,,,2,,4,2014,7,1,,2,,1,26,7,1,5,,,,,,,,,,,,
5,601,2,640,60042,1,2,1,,1,,57,1,8,1958,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60042,2,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2013,1,"AHODA",3202,"RIVERS",32,
5,601,2,640,60042,3,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2014,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60042,4,1,6,,1,,11,18,8,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,1,1,1,,1,,39,9,3,1976,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,2,2,2,,1,,29,31,12,1985,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,3,2,3,,1,,14,9,3,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,4,1,3,,1,,12,17,12,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,5,2,3,,1,,11,28,3,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,6,2,3,,1,,10,26,8,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,7,2,3,,1,,3,7,4,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60043,8,1,3,,1,,0,23,10,2014,7,,,,,,,,,,,,2,,10,2014,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,601,2,640,60044,1,1,1,,1,,40,11,5,1975,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60044,2,2,2,,1,,38,21,7,1977,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60044,3,2,3,,1,,14,15,6,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60044,4,2,3,,1,,12,22,12,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60044,5,2,3,,1,,10,15,3,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60044,6,2,3,,1,,8,5,4,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60044,7,1,3,,1,,1,23,11,2013,7,,,,,,,,,,,,2,,11,2013,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,601,2,640,60045,1,1,1,,1,,54,1,10,1960,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60045,2,2,2,,1,,55,,,1960,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60045,3,2,4,,1,,13,21,6,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60045,4,2,14,"NEPHEW TO WIFE",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,2015,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60045,5,1,14,"NEPHEW TO WIFE",1,,11,22,5,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,0,60046,1,1,1,,1,,45,,,1969,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60047,1,1,1,,1,,48,2,7,1967,2,1,2,1992,2003,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60047,2,2,2,,1,,45,14,4,1970,2,2,,,,,,1,1,1,3,"SEPARATED",1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60047,3,2,3,,1,,5,25,12,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60047,4,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,2015,1,"YENAGOA",608,"BAYELSA",6,
5,601,2,640,60047,5,1,4,,1,,16,31,1,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60047,6,1,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,2013,1,"YENAGOA",608,"BAYELSA",6,
5,601,2,640,60048,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,2015,,,,,,
5,601,2,640,60048,2,2,1,,1,,31,1,4,1984,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60048,3,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2015,1,"KADUNA SOUTH",1810,"KADUNA",18,
5,601,2,640,60048,4,2,3,,1,,13,24,6,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60048,5,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2014,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60048,6,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2013,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60048,7,1,8,,1,,10,10,8,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,1,1,1,,1,,44,23,3,1971,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,2,2,2,,1,,37,3,4,1978,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,3,1,3,,1,,19,27,5,1996,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,4,1,3,,1,,17,21,3,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,5,2,3,,1,,16,23,3,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,6,1,3,,1,,12,23,7,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,7,1,3,,1,,8,22,10,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,8,1,3,,1,,4,27,8,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60049,9,1,3,,1,,0,31,7,2015,7,,,,,,,,,,,,2,,7,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,601,2,640,60050,1,2,1,,1,,49,,,1966,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60050,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2013,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60050,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2014,1,"YENAGOA",608,"BAYELSA",6,
5,601,2,640,60050,4,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,2012,1,"BOMADI",1003,"DELTA",10,
5,601,2,640,60050,5,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2012,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60050,6,1,3,,1,,18,1,5,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60050,7,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,2012,1,"BOMADI",1003,"DELTA",10,
5,601,2,640,60050,8,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,2013,1,"BRASS",601,"BAYELSA",6,
5,601,2,640,60050,9,1,6,,1,,7,5,7,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,601,2,640,60050,10,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2014,1,"YENAGOA",608,"BAYELSA",6,
5,601,2,640,60050,11,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,2013,1,"BRASS",601,"BAYELSA",6,
5,605,2,162,60051,1,1,1,,1,,45,15,11,1969,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60051,2,2,2,,1,,41,24,12,1973,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60051,3,2,3,,1,,18,29,7,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60051,4,2,3,,1,,15,28,9,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60051,5,1,3,,1,,12,12,12,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60051,6,2,3,,1,,6,13,6,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60052,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,
5,605,2,162,60052,2,2,1,,1,,41,15,4,1974,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60052,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2014,1,"OGBIA",605,"BAYELSA",6,
5,605,2,162,60052,4,2,3,,1,,23,15,10,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60052,5,2,3,,1,,21,30,3,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60052,6,2,3,,1,,14,5,12,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60052,7,1,3,,1,,14,22,12,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60052,8,1,6,,1,,4,22,3,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,318,2,0,60053,1,1,1,,1,,56,2,11,1958,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,318,2,0,60053,2,2,2,,1,,25,,,1990,1,,,,,,,1,1,2,,,2,,6,2013,3,1,,2,,1,26,10,2,,1,26,11,,,,,,,,,
5,318,2,0,60053,3,2,3,,1,,0,1,4,2015,7,,,,,,,,,,,,2,,4,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
5,312,2,0,60054,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,2012,,,,,,
5,312,2,0,60054,2,1,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2013,1,"OGBIA",605,"BAYELSA",6,
5,312,2,0,60054,3,1,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2013,1,"OGBIA",605,"BAYELSA",6,
5,312,2,0,60054,4,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2015,1,"OGBIA",605,"BAYELSA",6,
5,312,2,0,60054,5,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,2014,1,"OGBIA",605,"BAYELSA",6,
5,312,2,0,60054,6,2,1,,1,,45,,,1970,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,312,2,0,60054,7,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2015,1,"UYO",331,"AKWA IBOM",3,
5,312,2,0,60054,8,1,3,,1,,27,25,11,1987,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,312,2,0,60054,9,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,2014,1,"OGBIA",605,"BAYELSA",6,
5,312,2,0,60054,10,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2014,1,"OGBIA",605,"BAYELSA",6,
5,605,2,162,60055,1,1,1,,1,,46,6,8,1969,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60055,2,2,2,,1,,43,18,2,1972,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60055,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,
5,605,2,162,60055,4,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2013,1,"MBAITOLU",1611,"IMO",16,
5,605,2,162,60055,5,1,3,,1,,4,31,5,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60055,6,2,9,,1,,13,,,2002,7,,,,,,,,,,,,2,,4,2015,7,1,,2,,1,26,7,2,,1,26,8,,,,,,,,,
5,605,2,0,60056,1,2,1,,1,,49,16,7,1966,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60056,2,1,8,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60056,3,1,8,,1,,11,,,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60056,4,2,10,,1,,64,,,1951,6,,,,,,,,,,,,2,,7,2014,7,1,,2,,2,0,1,2,,2,0,1,,,,,,,,,
5,605,2,0,60057,1,1,1,,1,,49,12,8,1966,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,2,2,2,,1,,42,31,3,1973,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,3,1,3,,1,,22,2,10,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,4,1,3,,1,,19,28,3,1996,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,5,1,3,,1,,11,,9,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,6,2,3,,1,,16,,2,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,7,1,3,,1,,24,3,10,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60057,8,2,3,,1,,17,,10,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60058,1,1,1,,1,,45,14,4,1970,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60058,2,2,2,,1,,31,12,3,1984,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60058,3,1,3,,1,,7,12,10,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60058,4,2,3,,1,,5,17,8,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,0,60058,5,2,4,,1,,17,26,12,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60059,1,2,1,,1,,52,,5,1963,5,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,605,2,162,60059,2,1,3,,1,,8,28,3,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60060,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2013,,,,,,
5,608,1,0,60060,2,2,1,,1,,48,19,11,1966,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60060,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2013,1,"YENAGOA",608,"BAYELSA",6,
5,608,1,0,60060,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2013,1,"YENAGOA",608,"BAYELSA",6,
5,608,1,0,60060,5,2,3,,1,,26,27,7,1989,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60060,6,2,3,,1,,24,16,3,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60060,7,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2010,1,"OGBIA",605,"BAYELSA",6,
5,608,1,0,60060,8,2,3,,1,,14,15,1,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,1,0,60060,9,2,15,,1,,14,23,6,2001,7,,,,,,,,,,,,2,,6,2013,11,1,,2,,1,42,14,2,,1,16,8,,,,,,,,,
5,608,2,748,60061,1,2,1,,1,,49,,,1966,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60061,2,2,3,,1,,29,28,7,1986,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60061,3,1,3,,1,,25,3,3,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60061,4,2,3,,1,,23,22,5,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60061,5,1,3,,1,,12,28,1,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60061,6,2,6,,1,,11,11,6,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60061,7,2,6,,1,,5,,,2010,7,,,,,,,,,,,,2,,9,2014,11,1,,2,,1,26,10,2,,2,23,8,,,,,,,,,
5,608,2,748,60062,1,1,1,,1,,38,,,1977,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60062,2,2,2,,1,,31,,,1984,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60062,3,2,3,,1,,6,18,12,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,608,2,748,60062,4,2,3,,1,,4,14,10,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
